#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-08-15T13:47:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee0d9a0ceb	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/70A&tab:{V/70A/catalog}&key:source=gliese&HTTPPRM:&&-ref=VIZ53ee0d9a0ceb&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/70A/catalog
#-order=I
#-out=Name
#-out=RAB1950
#-out=DEB1950
#-out=Sp
#-out=Vmag
#-out=B-V
#-out=trplx
#-out=plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_5070
#Name: V/70A
#Title: Nearby Stars, Preliminary 3rd Version (Gliese+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	V_70A_catalog:
#Name: V/70A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F7.3)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F7.3)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A8)	Identifier ; see remarks.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A8)	? Right Ascension B1950	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A8)	? Declination B1950	[ucd=pos.eq.dec;meta.main]
#Column	Sp	(a12)	Spectral type or color class	[ucd=src.spType]
#Column	Vmag	(F6.2)	Apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	trplx	(F6.1)	? Trigonometric parallax	[ucd=pos.parallax.trig]
#Column	plx	(F6.1)	? Resulting parallax	[ucd=pos.parallax.trig]
#Column	_RA.icrs	(A8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000|_DEJ2000|Name|RAB1950|DEB1950|Sp|Vmag|B-V|trplx|plx|_RA.icrs|_DE.icrs
294.1924|-10.4429|Gl 764.1|19 34 02|-10 33.1|K2 V        |  8.58| 1.01|  52.5|  52.5|19 36 46.2|-10 26 34
294.1924|-10.4429|Gl 764.1|19 34 02|-10 33.1|K7          | 10.20|     |  52.5|  52.5|19 36 46.2|-10 26 34
294.3919|-14.3020|Gl 764.2|19 34 45|-14 24.8|F7 V        |  5.47| 0.50|  45.0|  50.0|19 37 34.0|-14 18 07
294.1104|+50.2215|Gl 765  |19 35 06|+50 06.3|F4 V        |  4.48| 0.38|  54.0|  54.0|19 36 26.5|+50 13 18
294.1104|+50.2215|Gl 765  |19 35 06|+50 06.3|            | 13.00|     |  54.0|  54.0|19 36 26.5|+50 13 18
294.3056|+27.7206|GJ 1241 |19 35 10|+27 36.4|DAV5        | 12.98| 0.17|  55.6|  55.6|19 37 13.3|+27 43 14
294.4983|+33.8934|NN 4118 |19 36 07|+33 46.7|G5          |  7.47|     |      |  41.0|19 37 59.6|+33 53 36
295.6411|-59.0095|Wo 9664 |19 38 18|-59 07.5|G5 V        |  7.48| 0.71|  39.7|  36.0|19 42 33.9|-59 00 34
295.6411|-59.0095|Wo 9664 |19 38 18|-59 07.5|            |  8.70|     |  39.7|  36.0|19 42 33.9|-59 00 34
295.7223|-45.0811|NN 4119 |19 39 19|-45 11.8|M1          | 10.01| 1.34|  34.0|  51.0|19 42 53.3|-45 04 52
295.4735| +3.1535|GJ 1242 |19 39 24|+03 02.5|m           | 12.88| 1.60|  42.7|  42.7|19 41 53.6|+03 09 13
294.8894|+71.8700|NN 4120 |19 40 06|+71 45.5|M0.5        | 10.96| 1.48|  48.1|  48.1|19 39 33.5|+71 52 12
295.4534|+50.5251|Gl 765.1|19 40 29|+50 24.5|G2 V        |  5.96| 0.64|  35.2|  43.0|19 41 48.8|+50 31 31
295.4663|+50.5167|Gl 765.1|19 40 32|+50 24.0|G5 V        |  6.20| 0.66|  35.2|  43.0|19 41 51.9|+50 31 00
294.7766|+76.4229|Gl 765.2|19 40 40|+76 18.2|dK0         |  8.08| 0.88|  43.9|  40.0|19 39 06.4|+76 25 22
295.8878|-15.4708|Wo 9666 |19 40 42|-15 35.3|F5 IV       |  5.49| 0.46|  43.6|  43.6|19 43 33.1|-15 28 15
296.8124|-71.0901|NN 4121 |19 41 45|-71 12.2|m           | 13.90|     |      |  41.0|19 47 15.0|-71 05 24
295.8099|+58.0166|Gl 765.3|19 42 16|+57 53.8|F8          |  6.23| 0.55|  45.6|  42.0|19 43 14.4|+58 01 00
296.3880|+33.6017|Gl 765.4|19 43 39|+33 29.1|K3 V        |  8.35| 0.99|  43.9|  43.9|19 45 33.1|+33 36 06
296.3880|+33.6017|Gl 765.4|19 43 39|+33 29.1|K3 V        |  8.54|     |  43.9|  43.9|19 45 33.1|+33 36 06
296.4418|+27.1258|Gl 766  |19 43 43|+27 01.2|dM4.5 J     | 12.91| 1.72|  93.1|  93.1|19 45 46.0|+27 07 33
296.4418|+27.1258|Gl 766  |19 43 43|+27 01.2|            | 13.40|     |  93.1|  93.1|19 45 46.0|+27 07 33
296.4561|+32.3875|NN 4122 |19 43 52|+32 15.7|M0          | 10.86|     |      |  58.0|19 45 49.5|+32 23 15
296.6013|+32.0162|Gl 767  |19 44 26|+31 53.9|M0.5        | 10.15| 1.48|  74.1|  74.1|19 46 24.3|+32 00 58
296.6013|+32.0162|Gl 767  |19 44 26|+31 53.9|M2  :       | 11.10| 1.52|  74.1|  74.1|19 46 24.3|+32 00 58
296.6082|+33.7275|Gl 767.1|19 44 32|+33 36.6|F5 IV-V     |  4.99| 0.47|  44.4|  44.4|19 46 26.0|+33 43 39
296.6167|+33.7309|Gl 767.1|19 44 34|+33 36.8|dK6         |  8.56| 1.04|  44.4|  44.4|19 46 28.0|+33 43 51
297.4064| +8.2069|NN 4123 |19 47 13|+08 04.9|k           | 15.21| 1.72|      |  39.0|19 49 37.5|+08 12 25
297.5115|+32.5843|NN 4124 |19 48 05|+32 27.2|M3          | 12.41| 1.62|  58.5|  58.5|19 50 02.8|+32 35 04
297.5698|+31.7823|NN 4125 |19 48 19|+31 39.0|m           | 12.88|     |      |  42.0|19 50 16.8|+31 46 56
297.6976| +8.8684|Gl 768  |19 48 21|+08 44.1|A7 IV-V     |  0.77| 0.22| 201.0| 201.0|19 50 47.4|+08 52 06
297.7574|+10.4165|Gl 768.1|19 48 38|+10 17.4|F8 V        |  5.11| 0.55|  46.3|  59.0|19 51 01.8|+10 24 59
297.7574|+10.4165|Gl 768.1|19 48 38|+10 17.4|M3          | 13.10|     |  46.3|  59.0|19 51 01.8|+10 24 59
297.7889|+46.4823|GJ 1243 |19 49 37|+46 21.0|m           | 12.83| 1.64|  83.9|  83.9|19 51 09.3|+46 28 56
298.0146|+11.6282|NN 4126 |19 49 43|+11 30.2|G0 V        |  6.13| 0.65|  23.4|  51.0|19 52 03.5|+11 37 41
298.5018|-47.8106|Gl 769  |19 50 22|-47 55.6|M3          | 12.53| 1.56|  38.4|  38.4|19 54 00.4|-47 48 38
299.0681|-72.3636|GJ 1244 |19 50 37|-72 29.5|K5 V        |  8.45| 1.06|      |  49.0|19 56 16.3|-72 21 49
298.5731|-23.9408|Gl 770  |19 51 18|-24 04.0|K3/4 V      |  6.17| 1.02|  71.7|  71.7|19 54 17.5|-23 56 27
298.3874|+34.1413|NN 4127 |19 51 39|+34 00.4|m           | 11.63|     |      |  46.0|19 53 33.0|+34 08 29
298.5129|+32.5640|NN 4128 |19 52 06|+32 25.8|m           | 12.43|     |      |  41.0|19 54 03.1|+32 33 50
298.4764|+44.4154|GJ 1245 |19 52 16|+44 17.5|M5.5 V e    | 13.41| 1.90| 212.0| 212.0|19 53 54.3|+44 24 55
298.4806|+44.4154|GJ 1245 |19 52 17|+44 17.5|m           | 14.01| 1.98| 212.0| 212.0|19 53 55.3|+44 24 55
298.7571| +4.0625|Wo 9672 |19 52 33|+03 56.0|K3          |  9.40| 0.99|  40.7|  30.0|19 55 01.7|+04 03 45
298.8267| +6.4063|Gl 771  |19 52 51|+06 16.8|G8 IV       |  3.72| 0.86|  74.3|  74.3|19 55 18.4|+06 24 23
298.8267| +6.4063|Gl 771  |19 52 51|+06 16.8|M3          | 11.40|     |  74.3|  74.3|19 55 18.4|+06 24 23
299.1549|-31.3357|GJ 1246 |19 53 26|-31 28.2|K4 V        |  8.43| 0.98|      |  46.0|19 56 37.2|-31 20 09
299.1230| -1.0419|Gl 772  |19 53 56|-01 10.0|DA6         | 13.70| 0.28|  86.1|  86.1|19 56 29.5|-01 02 31
298.9727|+51.2740|Wo 9674 |19 54 30|+51 08.1|M2          | 12.00|     |  45.6|  45.6|19 55 53.5|+51 16 27
299.3317|-12.5672|Gl 773  |19 54 33|-12 41.7|K4 V        |  9.30| 1.33|  47.4|  47.4|19 57 19.6|-12 34 02
299.3485|-12.5639|Gl 773  |19 54 37|-12 41.5|m           | 15.36|     |  47.4|  47.4|19 57 23.6|-12 33 50
299.6368|-54.9379|GJ 1247 |19 54 35|-55 04.3|K3 V        |  8.60| 1.08|      |  44.0|19 58 32.8|-54 56 17
299.3073|+29.8236|Gl 773.2|19 55 13|+29 41.1|K0 Ve       |  7.90| 0.80|  47.4|  38.0|19 57 13.7|+29 49 25
299.1358|+59.1618|Wo 9677 |19 55 39|+59 01.7|dM0  p      |  9.96| 1.22|      |  40.0|19 56 32.6|+59 09 43
299.0983|+59.1550|Wo 9677 |19 55 30|+59 01.3|m           | 13.50| 1.48|      |  40.0|19 56 23.6|+59 09 18
299.5656| +2.0348|NN 4129 |19 55 45|+01 54.6|k           | 11.95| 1.55|  63.1|  63.1|19 58 15.7|+02 02 05
299.9464| -9.9580|Gl 773.3|19 57 04|-10 05.4|G0 V        |  5.88| 0.58|  40.6|  40.6|19 59 47.1|-09 57 29
300.0839|-33.7045|Gl 773.4|19 57 07|-33 50.3|F8 V        |  5.66| 0.49|  51.6|  51.6|20 00 20.1|-33 42 16
300.1818|+22.7122|NN 4130 |19 58 34|+22 34.6|G5          |  7.67|     |      |  52.0|20 00 43.6|+22 42 44
300.6453|-50.0520|Gl 773.6|19 58 50|-50 11.2|K5 V        |  8.66| 1.12|  47.8|  51.0|20 02 34.9|-50 03 07
301.0089|-65.5992|Gl 774  |19 59 20|-65 43.7|m           | 11.35| 1.48|  74.6|  74.6|20 04 02.1|-65 35 57
301.0089|-65.5992|Gl 774  |19 59 20|-65 43.7|m           | 12.82| 1.56|  74.6|  74.6|20 04 02.1|-65 35 57
300.6426|+15.5927|Gl 775.1|20 00 17|+15 27.6|G8 V        |  7.16| 0.71|  66.7|  45.0|20 02 34.2|+15 35 34
300.6968| +3.3259|Gl 775  |20 00 17|+03 11.0|K4 V        |  7.46| 1.14|  70.6|  70.6|20 02 47.2|+03 19 33
301.3870|-67.3205|Gl 776  |20 00 34|-67 27.2|G2 V        |  6.08| 0.65|  53.0|  53.0|20 05 32.9|-67 19 14
301.0457|-45.6532|Gl 776.1|20 00 41|-45 47.7|K4 :        | 12.15| 1.40|  47.1|  23.0|20 04 11.0|-45 39 11
301.0277|-31.6968|NN 4131 |20 00 56|-31 49.7|m           | 14.50|     |      |  50.0|20 04 06.7|-31 41 49
300.9973| -8.1299|NN 4132 |20 01 19|-08 16.1|k-m         | 13.40|     |      |  60.0|20 03 59.4|-08 07 48
300.9591| +5.9960|GJ 1248 |20 01 24|+05 51.9|k-m         | 12.09| 1.60|  78.9|  78.9|20 03 50.2|+05 59 46
300.9061|+29.8962|Gl 777  |20 01 34|+29 45.7|G8 IV-V     |  5.71| 0.73|  58.1|  59.8|20 03 37.5|+29 53 46
300.8603|+29.8661|Gl 777  |20 01 23|+29 43.9|M4  :       | 14.37| 1.67|  85.4|  59.8|20 03 26.5|+29 51 58
300.9684|+23.3413|Gl 778  |20 01 47|+23 12.7|K1 V        |  7.26| 0.82|  54.7|  55.0|20 03 52.4|+23 20 29
301.0244|+17.0699|Gl 779  |20 01 51|+16 56.0|G1 V        |  5.80| 0.61|  60.2|  60.2|20 04 05.8|+17 04 12
301.0411|+25.7902|Gl 779.1|20 02 04|+25 38.9|K3 V        |  7.88| 0.91|      |  51.0|20 04 09.9|+25 47 25
301.3941|-10.9477|NN 4133 |20 02 46|-11 05.4|DC9         | 16.87| 1.04|  57.2|  57.2|20 05 34.6|-10 56 52
301.0292|+54.4662|NN 4134 |20 02 53|+54 19.5|dK0         |  7.72| 0.94|  14.4|  54.0|20 04 07.0|+54 27 58
301.2897|+38.4784|GJ 1249 |20 03 20|+38 20.0|G5 IV       |  6.17| 0.65|  43.8|  43.8|20 05 09.5|+38 28 42
302.1799|-66.1817|Gl 780  |20 03 50|-66 18.7|G8 V        |  3.56| 0.76| 175.2| 175.2|20 08 43.2|-66 10 54
301.2600|+54.4349|Gl 781  |20 03 55|+54 18.2|dM3  e      | 11.99| 1.54|  59.9|  59.9|20 05 02.4|+54 26 06
301.4347|+52.9704|NN 4135 |20 04 25|+52 49.4|m           | 13.16|     |      |  55.0|20 05 44.3|+52 58 14
301.9511|-31.7579|Gl 781.1|20 04 38|-31 53.6|M3          | 12.25| 1.55|  50.7|  50.7|20 07 48.3|-31 45 29
301.9386|-31.7530|Gl 781.1|20 04 35|-31 53.3|M3.5        | 12.50| 1.63|  50.7|  50.7|20 07 45.3|-31 45 11
301.9894| -1.5441|NN 4136 |20 05 21|-01 41.2|k-m         | 13.55| 1.62|      |  49.0|20 07 57.4|-01 32 39
302.0785|+33.3020|GJ 1250 |20 06 21|+33 09.0|m           | 14.88| 1.82|  46.8|  46.8|20 08 18.8|+33 18 07
302.4028|-14.2863|Gl 781.2|20 06 48|-14 26.0|K3/4 V      |  9.76| 1.15|  47.9|  36.0|20 09 36.7|-14 17 11
302.5745|-21.7790|Gl 781.3|20 07 21|-21 55.4|DA6         | 14.44| 0.19|      |  59.0|20 10 17.9|-21 46 44
302.5810|-20.4932|Gl 782  |20 07 26|-20 38.2|K4 Vp       |  8.92| 1.29|  63.2|  63.2|20 10 19.4|-20 29 36
302.7350|-30.2193|GJ 2147 |20 07 51|-30 21.9|DA4         | 12.18| 0.07|      |  79.0|20 10 56.4|-30 13 10
302.7318|-25.5858|NN 4137 |20 07 54|-25 43.4|m           | 14.98|     |      |  45.0|20 10 55.6|-25 35 09
302.7997|-36.1010|Gl 783  |20 07 55|-36 13.7|K3 V        |  5.32| 0.87| 177.1| 177.1|20 11 11.9|-36 06 03
302.7997|-36.1010|Gl 783  |20 07 55|-36 13.7|M3.5        | 11.50|     | 177.1| 177.1|20 11 11.9|-36 06 03
302.7754|+16.1884|Gl 783.2|20 08 50|+16 02.0|K1 V        |  7.33| 0.85|  35.5|  51.0|20 11 06.1|+16 11 18
302.8044|+16.1850|Gl 783.2|20 08 57|+16 01.8|dM          | 13.94| 1.62|  35.5|  51.0|20 11 13.1|+16 11 06
302.8561|+38.4000|NN 4138 |20 09 36|+38 14.9|G8 V        |  7.95| 0.86|      |  41.0|20 11 25.5|+38 24 00
303.1088|-12.6170|NN 4139 |20 09 39|-12 45.9|F7 V        |  5.85| 0.48|  38.1|  39.0|20 12 26.1|-12 37 01
303.4707|-45.1640|Gl 784  |20 10 19|-45 18.8|M0 V        |  7.97| 1.43| 163.9| 163.9|20 13 53.0|-45 09 50
303.4937| +6.6859|Gl 784.2|20 11 32|+06 32.5|dM5         | 13.19| 1.54|  44.4|  44.4|20 13 58.5|+06 41 09
303.4811| +6.7109|Gl 784.2|20 11 29|+06 34.0|DA7         | 15.72| 0.37|  44.4|  44.4|20 13 55.5|+06 42 39
303.6168| -7.2810|NN 4140 |20 11 47|-07 25.8|K7 V        | 10.20| 1.34|      |  43.0|20 14 28.0|-07 16 52
303.8208|-27.0325|Gl 785  |20 12 10|-27 11.0|K0 V        |  5.73| 0.88| 108.8| 108.8|20 15 17.0|-27 01 57
302.7194|+77.2383|Gl 786  |20 12 24|+77 04.8|dM0         |  8.88| 1.33|  60.4|  60.4|20 10 52.7|+77 14 18
303.9889|-39.4907|NN 4141 |20 12 37|-39 38.5|K1 V        |  7.77| 0.86|      |  47.0|20 15 57.3|-39 29 27
303.9718|+42.9788|Gl 786.1|20 14 11|+42 49.5|dM0  p      |  9.97| 1.34|  34.6|  34.6|20 15 53.2|+42 58 44
304.2320| +6.9222|NN 4142 |20 14 28|+06 46.0|dK8         |  9.72| 1.14|  47.2|  33.0|20 16 55.7|+06 55 20
304.9043|-46.4288|Gl 787  |20 16 07|-46 35.1|K5 V        |  8.72| 1.16|  62.6|  62.6|20 19 37.0|-46 25 44
304.7038|+15.8398|NN 4143 |20 16 30|+15 41.0|m           | 11.79|     |      |  58.0|20 18 48.9|+15 50 23
304.3798|+66.8544|Gl 788  |20 17 02|+66 41.6|G5 V        |  5.93| 0.58|  72.9|  72.9|20 17 31.2|+66 51 16
304.9143| +8.0059|NN 4144 |20 17 13|+07 51.0|m           | 12.92|     |      |  45.0|20 19 39.4|+08 00 21
305.2934|-51.7896|NN 4145 |20 17 27|-51 57.0|M0          | 10.20| 1.41|      |  56.0|20 21 10.4|-51 47 23
305.4224|-49.9988|Wo 9691 |20 18 04|-50 09.3|G2 IV-V     |  6.27| 0.55|  43.5|  43.5|20 21 41.4|-49 59 56
305.6764|-58.2846|Gl 788.1|20 18 35|-58 26.4|m           | 10.59| 1.46|  51.2|  51.2|20 22 42.3|-58 17 04
307.0232|-76.6848|GJ 1251 |20 21 33|-76 49.9|M4.5        | 13.82| 1.74|      |  59.0|20 28 05.6|-76 41 05
306.9315|-56.4465|GJ 1252 |20 23 46|-56 35.7|m           | 12.23| 1.45|      |  42.0|20 27 43.6|-56 26 47
306.9330|-30.8681|Gl 790  |20 24 38|-31 01.6|G5 V        |  6.61| 0.73|  56.3|  56.3|20 27 43.9|-30 52 05
306.9224|-27.7480|Gl 791  |20 24 40|-27 54.1|M3          | 11.41| 1.52|  79.6|  79.6|20 27 41.4|-27 44 53
306.7329|+27.5178|NN 4146 |20 24 50|+27 20.9|m           | 12.27|     |      |  43.0|20 26 55.9|+27 31 04
306.5236|+58.5728|GJ 1253 |20 24 58|+58 24.0|M5          | 14.04| 1.79| 107.6| 107.6|20 26 05.7|+58 34 22
307.2166|-17.8133|Gl 791.1|20 26 01|-17 58.8|F2 IV       |  4.78| 0.38|  52.1|  52.1|20 28 52.0|-17 48 48
307.2166|-17.8133|Gl 791.1|20 26 01|-17 58.8|            | 10.00|     |  52.1|  52.1|20 28 52.0|-17 48 48
307.4502| +9.6898|Gl 791.2|20 27 21|+09 31.2|dM6  e      | 13.05| 1.65| 114.2| 114.2|20 29 48.1|+09 41 23
307.5436|+26.8433|Wo 9697 |20 28 04|+26 40.6|dM1         | 10.28| 1.34|  28.4|  28.4|20 30 10.5|+26 50 36
307.5435|+26.8434|Wo 9697 |20 28 04|+26 40.6|            | 10.70|     |  28.4|  28.4|20 30 10.4|+26 50 36
307.8839|+33.7750|Gl 791.3|20 29 33|+33 36.3|dK8         |  9.23| 1.13|  49.2|  39.0|20 31 32.1|+33 46 30
307.8611|+38.5615|Gl 792  |20 29 34|+38 22.9|M4          | 13.48| 1.76|  66.4|  66.4|20 31 26.7|+38 33 41
307.6330|+65.4502|Gl 793  |20 29 50|+65 16.6|dM3         | 10.56| 1.56| 120.4| 120.4|20 30 31.9|+65 27 01
308.2166|+41.8977|Gl 793.1|20 31 06|+41 43.2|G9 V        |  7.09| 0.79|  51.1|  51.1|20 32 52.0|+41 53 52
308.5497|-13.7219|NN 4147 |20 31 25|-13 53.7|F6 V        |  6.13| 0.54|      |  39.0|20 34 11.9|-13 43 19
308.4299|+23.3698|NN 4148 |20 31 31|+23 11.8|m           | 12.93|     |      |  45.0|20 33 43.2|+23 22 11
308.6774| +3.3456|NN 4149 |20 32 11|+03 10.8|m           | 12.00| 1.43|  48.0|  50.0|20 34 42.6|+03 20 44
308.5917|+25.0650|Gl 794  |20 32 14|+24 54.0|DA3         | 11.52|-0.07|  69.4|  69.4|20 34 22.0|+25 03 54
308.4180|+61.7517|GJ 1254 |20 32 40|+61 34.0|m           | 12.52| 1.52|  62.5|  62.5|20 33 40.3|+61 45 06
308.5007|+64.3195|NN 4150 |20 33 18|+64 08.9|m           | 13.08|     |      |  43.0|20 34 00.2|+64 19 10
308.7314|+59.2913|NN 4151 |20 33 51|+59 07.1|m           | 13.43|     |      |  51.0|20 34 55.5|+59 17 29
309.3938|-47.2907|Gl 794.1|20 34 04|-47 28.0|K0 III      |  3.11| 1.00|  44.8|  44.8|20 37 34.5|-47 17 26
309.1951|+38.8410|NN 4152 |20 34 54|+38 40.1|m           | 13.35|     |      |  49.0|20 36 46.8|+38 50 28
309.3367|+21.9464|NN 4153 |20 35 08|+21 46.5|M2          | 11.44| 1.50|      |  43.0|20 37 20.8|+21 56 47
310.0105|-60.5492|Gl 794.2|20 35 55|-60 43.1|F8 V        |  5.12| 0.53|  46.6|  55.0|20 40 02.5|-60 32 57
309.6691|+38.6357|Gl 794.3|20 36 47|+38 27.7|G2 V        |  6.75| 0.62|  48.4|  40.0|20 38 40.6|+38 38 08
309.9055| +4.9720|Gl 795  |20 37 05|+04 47.6|K4 V        |  8.18| 1.22|  63.5|  63.5|20 39 37.3|+04 58 19
309.9055| +4.9720|Gl 795  |20 37 05|+04 47.6|K8 V        |  9.40|     |  63.5|  63.5|20 39 37.3|+04 58 19
310.0472|-23.7741|Gl 796  |20 37 13|-23 57.5|G8 V        |  6.36| 0.72|  70.1|  70.1|20 40 11.3|-23 46 27
312.9354|+74.7794|GJ 1255 |20 52 04|+74 34.9|G8 V        |  7.80| 0.70|  44.7|  44.7|20 51 44.5|+74 46 46
309.3398|+75.6012|GJ 1255 |20 38 03|+75 25.0|K0 V        |  8.00| 0.86|  40.4|  40.4|20 37 21.6|+75 36 04
309.3398|+75.6012|GJ 1255 |20 38 03|+75 25.0|            | 10.40|     |  40.4|  40.4|20 37 21.6|+75 36 04
311.6893|-81.7229|NN 4154 |20 38 07|-81 53.8|m           | 11.50|     |      |  79.0|20 46 45.4|-81 43 22
310.1427|+15.4993|GJ 1256 |20 38 10|+15 18.7|dM4-5       | 13.43| 1.72| 101.6| 101.6|20 40 34.2|+15 29 57
310.2334|-10.1131|NN 4155 |20 38 13|-10 17.5|M0  e       | 11.94| 1.51|      |  44.0|20 40 56.0|-10 06 47
310.1864|+19.9362|Gl 797  |20 38 29|+19 45.2|G5 V        |  6.45| 0.63|  49.8|  49.8|20 40 44.7|+19 56 10
310.1865|+19.9011|Gl 797  |20 38 29|+19 43.1|m           | 11.88| 1.55|  49.8|  49.8|20 40 44.8|+19 54 04
310.5769|-52.6988|Gl 798  |20 38 37|-52 51.8|K7 V        |  8.82| 1.31|  82.0|  82.0|20 42 18.4|-52 41 56
310.4644|-32.4354|Gl 799  |20 38 44|-32 36.6|dM4.5e      | 10.99| 1.57| 122.8| 122.8|20 41 51.5|-32 26 07
310.4644|-32.4354|Gl 799  |20 38 44|-32 36.6|dM4.5e      | 11.00|     | 122.8| 122.8|20 41 51.5|-32 26 07
310.4256|-22.3184|GJ 1257 |20 38 45|-22 29.4|K5 V        |  9.70| 1.11|  49.4|  49.4|20 41 42.2|-22 19 06
311.0758|-68.0884|GJ 2149 |20 39 36|-68 16.0|DA3         | 13.40| 0.10|      |  39.0|20 44 18.2|-68 05 18
310.6446|-20.0762|Gl 799.1|20 39 41|-20 15.3|DA3         | 12.38|-0.08|  41.8|  41.8|20 42 34.7|-20 04 34
310.7400|-18.9187|Gl 800  |20 40 04|-19 05.2|dM2         | 10.84| 1.43|  67.2|  67.2|20 42 57.6|-18 55 07
310.7400|-18.9187|Gl 800  |20 40 04|-19 05.2|            | 14.00|     |  67.2|  67.2|20 42 57.6|-18 55 07
310.3616|+57.4252|NN 4156 |20 40 12|+57 14.5|K7          | 10.29| 1.36|  44.9|  42.0|20 41 26.8|+57 25 31
310.8185|-29.4239|NN 4157 |20 40 14|-29 36.1|G5 V        |  6.95| 0.67|      |  43.0|20 43 16.4|-29 25 26
311.0111|-51.9214|NN 4158 |20 40 23|-52 06.1|A7 III-IV   |  4.51| 0.27|  47.3|  47.3|20 44 02.7|-51 55 17
310.9218| -0.1785|NN 4159 |20 41 06|-00 21.8|K0          | 11.47| 1.48|      |  50.0|20 43 41.2|-00 10 43
310.8288|+55.3516|Gl 802  |20 41 53|+55 08.8|dM5  e      | 14.68| 1.79|  63.3|  63.3|20 43 18.9|+55 21 06
311.2904|-31.3409|Gl 803  |20 42 04|-31 31.1|M0 Ve       |  8.81| 1.42| 106.9| 106.9|20 45 09.7|-31 20 27
311.1317| +8.9009|NN 4160 |20 42 05|+08 43.0|k-m         | 11.27|     |      |  52.0|20 44 31.6|+08 54 03
311.1275| +8.9042|NN 4161 |20 42 04|+08 43.2|m           | 12.54|     |      |  52.0|20 44 30.6|+08 54 15
311.0909|+19.7491|Gl 804  |20 42 06|+19 34.5|dM1.5e      | 10.31| 1.45|  48.8|  48.8|20 44 21.8|+19 44 57
311.4377|-29.4581|NN 4162 |20 42 44|-29 38.1|m           | 13.40|     |      |  48.0|20 45 45.1|-29 27 29
311.5227|-25.2706|Gl 805  |20 43 08|-25 27.1|F5 V        |  4.13| 0.43|  73.5|  77.0|20 46 05.5|-25 16 14
311.2684|+44.4983|Gl 806  |20 43 18|+44 18.7|dM3         | 10.77| 1.53|  85.4|  85.4|20 45 04.4|+44 29 54
311.3396|+57.5800|Wo 9706 |20 44 07|+57 24.0|F8 IV-V     |  4.51| 0.54|  43.8|  43.8|20 45 21.5|+57 34 48
311.5522|+33.9699|Gl 806.1|20 44 11|+33 46.9|K0- III     |  2.45| 1.03|  52.0|  52.0|20 46 12.5|+33 58 12
311.5271|+33.9681|Gl 806.1|20 44 05|+33 46.8|M4          | 13.40| 1.66|  52.0|  52.0|20 46 06.5|+33 58 05
311.3204|+61.8380|Gl 807  |20 44 16|+61 38.6|K0 IVe      |  3.43| 0.92|  76.1|  76.1|20 45 16.9|+61 50 17
312.9246|-79.3106|Gl 808  |20 44 30|-79 29.0|M2.5        | 11.85| 1.50|  64.3|  64.3|20 51 41.9|-79 18 38
312.1206|-43.9879|Gl 808.1|20 45 06|-44 10.3|F1 IV       |  5.10| 0.35|  49.4|  49.4|20 48 29.0|-43 59 16
312.2188|+19.7184|NN 4163 |20 46 37|+19 32.1|m           | 13.38| 1.54|      |  50.0|20 48 52.5|+19 43 06
312.4136| -0.3531|NN 4164 |20 47 04|-00 32.2|M3.5        | 13.06| 1.53|      |  48.0|20 49 39.3|-00 21 11
312.2775|+37.4702|NN 4165 |20 47 10|+37 16.9|DA4         | 12.93| 0.14|      |  55.0|20 49 06.6|+37 28 13
312.5423|+29.3851|Gl 808.2|20 48 04|+29 11.9|K5 V        |  8.41| 1.06|      |  53.0|20 50 10.1|+29 23 06
