#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-08-08T10:07:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53e4a0d167e0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/70A/catalog
#-nav=cat:V/70A&tab:{V/70A/catalog}&key:source=V/70A&HTTPPRM:&&-ref=VIZ53e4a0d167e0&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Name&-out=RAB1950&-out=DEB1950&-out=pm&-out=pmPA&-out=RV&-out=Sp&-out=Vmag&-out=B-V&-out=trplx&-out=plx&-out=Mv&-out=OtherName&-out=Remarks&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/70A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/70A/catalog
#-order=I
#-out=Name
#-out=RAB1950
#-out=DEB1950
#-out=pm
#-out=pmPA
#-out=RV
#-out=Sp
#-out=Vmag
#-out=B-V
#-out=trplx
#-out=plx
#-out=Mv
#-out=OtherName
#-out=Remarks
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_5070
#Name: V/70A
#Title: Nearby Stars, Preliminary 3rd Version (Gliese+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	V_70A_catalog:
#Name: V/70A/catalog
#Title: The Catalogue
#Column	Name	(A8)	Identifier ; see remarks.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A8)	? Right Ascension B1950	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A8)	? Declination B1950	[ucd=pos.eq.dec;meta.main]
#Column	pm	(F6.3)	? Total proper motion	[ucd=pos.pm]
#Column	pmPA	(F5.1)	? Direction angle of proper motion	[ucd=pos.pm;pos.posAng]
#Column	RV	(F6.1)	? Radial velocity	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Sp	(a12)	Spectral type or color class	[ucd=src.spType]
#Column	Vmag	(F6.2)	Apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	trplx	(F6.1)	? Trigonometric parallax	[ucd=pos.parallax.trig]
#Column	plx	(F6.1)	? Resulting parallax	[ucd=pos.parallax.trig]
#Column	Mv	(F5.2)	Absolute visual magnitude	[ucd=phys.magAbs]
#Column	OtherName	(A5)	Other designations	[ucd=meta.id]
#Column	Remarks	(a69)	Additional identifications (LTT, LFT, Wolf, Ross, etc.) and remarks	[ucd=meta.note]
#Column	_RA.icrs	(A8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
Name|RAB1950|DEB1950|pm|pmPA|RV|Sp|Vmag|B-V|trplx|plx|Mv|OtherName|Remarks|_RA.icrs|_DE.icrs
Gl 765.1|19 40 32|+50 24.0| 0.211|221.5| -28.1|G5 V        |  6.20| 0.66|  35.2|  43.0| 4.37|     |                                                                     |19 41 51.9|+50 31 00
Gl 765.2|19 40 40|+76 18.2| 0.211| 46.6|  -3.8|dK0         |  8.08| 0.88|  43.9|  40.0| 6.09|     |                                                                     |19 39 06.4|+76 25 22
Wo 9666 |19 40 42|-15 35.3| 0.235|139.9|  12.8|F5 IV       |  5.49| 0.46|  43.6|  43.6| 3.70|     |LTT 7797                                                             |19 43 33.1|-15 28 15
NN 4121 |19 41 45|-71 12.2| 0.673|176.3|      |m           | 13.90|     |      |  41.0|12.00|     |LTT 7809 L 79-24                                                     |19 47 15.0|-71 05 24
Gl 765.3|19 42 16|+57 53.8| 0.129|114.2| -29.8|F8          |  6.23| 0.55|  45.6|  42.0| 4.35|     |                                                                     |19 43 14.4|+58 01 00
Gl 765.4|19 43 39|+33 29.1| 0.431|177.7|   4.4|K3 V        |  8.35| 0.99|  43.9|  43.9| 6.56|     |ADS 12889  V(AB) = 7.68 d(m) = 0.19 , cpm: Gl 767.1 sep 13'          |19 45 33.1|+33 36 06
Gl 765.4|19 43 39|+33 29.1| 0.431|177.7|      |K3 V        |  8.54|     |  43.9|  43.9| 6.75|     |a = 2.048" P = 224.68 yr                                             |19 45 33.1|+33 36 06
Gl 766  |19 43 43|+27 01.2| 1.226|181.5|      |dM4.5 J     | 12.91| 1.72|  93.1|  93.1|12.75|     |Ross 165  V(AB) = 12.38 d(m) = 0.5                                   |19 45 46.0|+27 07 33
Gl 766  |19 43 43|+27 01.2| 1.226|181.5|      |            | 13.40|     |  93.1|  93.1|13.20|     |a = 1.10" P = 81 yr Heintz AJ 101, 1071                              |19 45 46.0|+27 07 33
NN 4122 |19 43 52|+32 15.7| 0.457| 63.0|      |M0          | 10.86|     |      |  58.0| 9.68|     |LTT 15769 L 1501-53 LP 337-3                                         |19 45 49.5|+32 23 15
Gl 767  |19 44 26|+31 53.9| 0.623|131.0|  -4.4|M0.5        | 10.15| 1.48|  74.1|  74.1| 9.50|V197 |                                                                     |19 46 24.3|+32 00 58
Gl 767  |19 44 26|+31 53.9| 0.623|131.0|  -3.5|M2  :       | 11.10| 1.52|  74.1|  74.1|10.45|     |                                                                     |19 46 24.3|+32 00 58
Gl 767.1|19 44 32|+33 36.6| 0.444|178.9|   4.2|F5 IV-V     |  4.99| 0.47|  44.4|  44.4| 3.23|     |ADS 12913  common motion: Gl 765.4                                   |19 46 26.0|+33 43 39
Gl 767.1|19 44 34|+33 36.8| 0.443|177.6|   4.5|dK6         |  8.56| 1.04|  44.4|  44.4| 6.80|     |sep 25.8" 73d - 26.0" 70d (1832-1953)                                |19 46 28.0|+33 43 51
NN 4123 |19 47 13|+08 04.9| 0.249|243.0|      |k           | 15.21| 1.72|      |  39.0|13.20|     |                                                                     |19 49 37.5|+08 12 25
NN 4124 |19 48 05|+32 27.2| 0.526| 61.7|      |M3          | 12.41| 1.62|  58.5|  58.5|11.25|     |LTT 15792 LFT 1498 L 1501-39 LP 338-2                                |19 50 02.8|+32 35 04
NN 4125 |19 48 19|+31 39.0| 0.365| 27.0|      |m           | 12.88|     |      |  42.0|11.00|     |LTT 15794 L 1501-69 LP 338-4                                         |19 50 16.8|+31 46 56
Gl 768  |19 48 21|+08 44.1| 0.662| 54.3| -26.1|A7 IV-V     |  0.77| 0.22| 201.0| 201.0| 2.29|     |ALF Aql                                                              |19 50 47.4|+08 52 06
Gl 768.1|19 48 38|+10 17.4| 0.274|120.0|  -0.2|F8 V        |  5.11| 0.55|  46.3|  59.0| 3.96|     |OMI Aql ADS 13012AC  ADS 13012B optical                              |19 51 01.8|+10 24 59
Gl 768.1|19 48 38|+10 17.4| 0.274|120.0|  -1.2|M3          | 13.10|     |  46.3|  59.0|11.95|     |                                                                     |19 51 01.8|+10 24 59
GJ 1243 |19 49 37|+46 21.0| 0.290| 32.0|      |m           | 12.83| 1.64|  83.9|  83.9|12.45|     |                                                                     |19 51 09.3|+46 28 56
NN 4126 |19 49 43|+11 30.2| 0.484|226.3| -19.5|G0 V        |  6.13| 0.65|  23.4|  51.0| 4.67|     |LTT 15805                                                            |19 52 03.5|+11 37 41
Gl 769  |19 50 22|-47 55.6| 1.072|186.2|  25.0|M3          | 12.53| 1.56|  38.4|  38.4|10.50|     |L 349-068                                                            |19 54 00.4|-47 48 38
GJ 1244 |19 50 37|-72 29.5| 0.299|182.5|      |K5 V        |  8.45| 1.06|      |  49.0| 6.90|U477 |LTT 7857                                                             |19 56 16.3|-72 21 49
Gl 770  |19 51 18|-24 04.0| 0.426|197.4|  -5.1|K3/4 V      |  6.17| 1.02|  71.7|  71.7| 5.45|U479 |                                                                     |19 54 17.5|-23 56 27
NN 4127 |19 51 39|+34 00.4| 0.241|  2.0|      |m           | 11.63|     |      |  46.0| 9.94|     |LTT 15815 L 1501-20 LP 282-7                                         |19 53 33.0|+34 08 29
NN 4128 |19 52 06|+32 25.8| 0.251| 51.0|      |m           | 12.43|     |      |  41.0|10.49|     |LTT 15818 L 1501-51 LP 338-6                                         |19 54 03.1|+32 33 50
GJ 1245 |19 52 16|+44 17.5| 0.731|143.1|      |M5.5 V e    | 13.41| 1.90| 212.0| 212.0|15.04|     |V1581 Cyg  orbit in Harrington AJ 100, p 559 (1990)                  |19 53 54.3|+44 24 55
GJ 1245 |19 52 17|+44 17.5| 0.731|143.1|      |m           | 14.01| 1.98| 212.0| 212.0|15.64|     |sep 7" 103d (LHS)                                                    |19 53 55.3|+44 24 55
Wo 9672 |19 52 33|+03 56.0| 0.383|229.6|  50.0|K3          |  9.40| 0.99|  40.7|  30.0| 6.79|     |LTT 15820                                                            |19 55 01.7|+04 03 45
Gl 771  |19 52 51|+06 16.8| 0.481|174.8| -40.7|G8 IV       |  3.72| 0.86|  74.3|  74.3| 3.07|     |BET Aql                                                              |19 55 18.4|+06 24 23
Gl 771  |19 52 51|+06 16.8| 0.481|174.8|      |M3          | 11.40|     |  74.3|  74.3|10.80|     |                                                                     |19 55 18.4|+06 24 23
GJ 1246 |19 53 26|-31 28.2| 0.418| 86.8|      |K4 V        |  8.43| 0.98|      |  46.0| 6.74|U634 |LTT 7876                                                             |19 56 37.2|-31 20 09
Gl 772  |19 53 56|-01 10.0| 0.790|211.9|  76.0|DA6         | 13.70| 0.28|  86.1|  86.1|13.38|W135 |LTT 7879 LFT 1503 LP 634-1 L 997-021                                 |19 56 29.5|-01 02 31
Wo 9674 |19 54 30|+51 08.1| 0.586| 52.6|      |M2          | 12.00|     |  45.6|  45.6|10.30|     |LFT 1505 LTT 15835 Wolf 1122                                         |19 55 53.5|+51 16 27
Gl 773  |19 54 33|-12 41.7| 0.516|189.1| -10.6|K4 V        |  9.30| 1.33|  47.4|  47.4| 7.68|V327 |                                                                     |19 57 19.6|-12 34 02
Gl 773  |19 54 37|-12 41.5| 0.520|188.1|      |m           | 15.36|     |  47.4|  47.4|13.74|V327B|LP 754-5  sep. 62" 75d (LHS)                                         |19 57 23.6|-12 33 50
GJ 1247 |19 54 35|-55 04.3| 0.177|138.1|      |K3 V        |  8.60| 1.08|      |  44.0| 6.82|U481 |BPM 26450                                                            |19 58 32.8|-54 56 17
Gl 773.2|19 55 13|+29 41.1| 0.262| 19.7| -29.6|K0 Ve       |  7.90| 0.80|  47.4|  38.0| 5.80|     |                                                                     |19 57 13.7|+29 49 25
Wo 9677 |19 55 39|+59 01.7| 0.421|255.0|      |dM0  p      |  9.96| 1.22|      |  40.0| 7.97|V813 |                                                                     |19 56 32.6|+59 09 43
Wo 9677 |19 55 30|+59 01.3| 0.421|255.0|      |m           | 13.50| 1.48|      |  40.0|11.51|     |                                                                     |19 56 23.6|+59 09 18
NN 4129 |19 55 45|+01 54.6| 0.864|201.3|      |k           | 11.95| 1.55|  63.1|  63.1|10.95|     |LTT 15840 LP 634-2 L 1069-28                                         |19 58 15.7|+02 02 05
Gl 773.3|19 57 04|-10 05.4| 0.483|214.5|  30.2|G0 V        |  5.88| 0.58|  40.6|  40.6| 3.92|     |                                                                     |19 59 47.1|-09 57 29
Gl 773.4|19 57 07|-33 50.3| 0.315|155.6|  -8.2|F8 V        |  5.66| 0.49|  51.6|  51.6| 4.22|     |                                                                     |20 00 20.1|-33 42 16
NN 4130 |19 58 34|+22 34.6| 0.238|179.7|      |G5          |  7.67|     |      |  52.0| 6.25|     |LTT 15851                                                            |20 00 43.6|+22 42 44
Gl 773.6|19 58 50|-50 11.2| 0.532|135.4|  19.3|K5 V        |  8.66| 1.12|  47.8|  51.0| 7.20|U487 |optical double                                                       |20 02 34.9|-50 03 07
Gl 774  |19 59 20|-65 43.7| 0.863|172.5|  72.0|m           | 11.35| 1.48|  74.6|  74.6|10.71|     |L 115-021 Sm 48                                                      |20 04 02.1|-65 35 57
Gl 774  |19 59 20|-65 43.7| 0.863|172.5|  33.0|m           | 12.82| 1.56|  74.6|  74.6|12.18|     |sep 16" 284d (LHS)                                                   |20 04 02.1|-65 35 57
Gl 775.1|20 00 17|+15 27.6| 0.598|195.9|  20.0|G8 V        |  7.16| 0.71|  66.7|  45.0| 5.43|     |                                                                     |20 02 34.2|+15 35 34
Gl 775  |20 00 17|+03 11.0| 0.150|326.6| -29.7|K4 V        |  7.46| 1.14|  70.6|  70.6| 6.70|     |                                                                     |20 02 47.2|+03 19 33
Gl 776  |20 00 34|-67 27.2| 1.081|129.8| -12.2|G2 V        |  6.08| 0.65|  53.0|  53.0| 4.70|     |                                                                     |20 05 32.9|-67 19 14
Gl 776.1|20 00 41|-45 47.7| 0.584|270.7|      |K4 :        | 12.15| 1.40|  47.1|  23.0| 8.96|     |L 349-18                                                             |20 04 11.0|-45 39 11
NN 4131 |20 00 56|-31 49.7| 0.813|156.6|      |m           | 14.50|     |      |  50.0|13.00|     |LP 926-31                                                            |20 04 06.7|-31 41 49
NN 4132 |20 01 19|-08 16.1| 0.570|243.3|      |k-m         | 13.40|     |      |  60.0|12.30|     |LP 694-16                                                            |20 03 59.4|-08 07 48
GJ 1248 |20 01 24|+05 51.9| 0.922|212.0|      |k-m         | 12.09| 1.60|  78.9|  78.9|11.58|     |                                                                     |20 03 50.2|+05 59 46
Gl 777  |20 01 34|+29 45.7| 0.864|127.7| -45.9|G8 IV-V     |  5.71| 0.73|  58.1|  59.8| 4.59|     |                                                                     |20 03 37.5|+29 53 46
Gl 777  |20 01 23|+29 43.9| 0.857|127.9|  -5.0|M4  :       | 14.37| 1.67|  85.4|  59.8|13.25|     |faint comp (?): Heintz AJ 96 : sep 4.4" 114d (1971.2) m = 15.5       |20 03 26.5|+29 51 58
Gl 778  |20 01 47|+23 12.7| 1.353|228.3|  -1.8|K1 V        |  7.26| 0.82|  54.7|  55.0| 5.96|     |                                                                     |20 03 52.4|+23 20 29
Gl 779  |20 01 51|+16 56.0| 0.571|224.3|   4.8|G1 V        |  5.80| 0.61|  60.2|  60.2| 4.70|     |                                                                     |20 04 05.8|+17 04 12
Gl 779.1|20 02 04|+25 38.9| 0.085|241.1|  -6.4|K3 V        |  7.88| 0.91|      |  51.0| 6.42|     |                                                                     |20 04 09.9|+25 47 25
NN 4133 |20 02 46|-11 05.4| 1.081| 94.9|      |DC9         | 16.87| 1.04|  57.2|  57.2|15.66|W498 |LP 754-16                                                            |20 05 34.6|-10 56 52
NN 4134 |20 02 53|+54 19.5| 0.124|157.7|  -9.0|dK0         |  7.72| 0.94|  14.4|  54.0| 6.38|     |                                                                     |20 04 07.0|+54 27 58
GJ 1249 |20 03 20|+38 20.0| 0.278| 68.5| -22.5|G5 IV       |  6.17| 0.65|  43.8|  43.8| 4.38|     |BS 7683 LTT 15881 ADS 13348  6.6-12.8 sep 12" 230d                   |20 05 09.5|+38 28 42
Gl 780  |20 03 50|-66 18.7| 1.660|133.5| -21.7|G8 V        |  3.56| 0.76| 175.2| 175.2| 4.78|     |DEL Pav                                                              |20 08 43.2|-66 10 54
Gl 781  |20 03 55|+54 18.2| 1.455|232.7|-148.0|dM3  e      | 11.99| 1.54|  59.9|  59.9|10.88|     |AC+55 50103                                                          |20 05 02.4|+54 26 06
NN 4135 |20 04 25|+52 49.4| 0.264| 44.0|      |m           | 13.16|     |      |  55.0|11.86|     |LTT 15891 Wolf 1131                                                  |20 05 44.3|+52 58 14
Gl 781.1|20 04 38|-31 53.6| 0.796|158.8|      |M3          | 12.25| 1.55|  50.7|  50.7|10.78|     |LP 926-52 L 565-062                                                  |20 07 48.3|-31 45 29
Gl 781.1|20 04 35|-31 53.3| 0.796|158.8|      |M3.5        | 12.50| 1.63|  50.7|  50.7|11.03|     |LP 926-51 L 565-063  sep 41" 292d (NLTT)                             |20 07 45.3|-31 45 11
NN 4136 |20 05 21|-01 41.2| 0.407|129.0|      |k-m         | 13.55| 1.62|      |  49.0|12.00|     |LTT 7959 L 997-68 LP 634-18                                          |20 07 57.4|-01 32 39
GJ 1250 |20 06 21|+33 09.0| 0.488| 39.4|      |m           | 14.88| 1.82|  46.8|  46.8|13.23|     |                                                                     |20 08 18.8|+33 18 07
Gl 781.2|20 06 48|-14 26.0| 0.120|113.5| -14.5|K3/4 V      |  9.76| 1.15|  47.9|  36.0| 7.54|V329 |                                                                     |20 09 36.7|-14 17 11
Gl 781.3|20 07 21|-21 55.4| 0.311|158.0|  35.0|DA6         | 14.44| 0.19|      |  59.0|13.30|W137 |LTT 7983 LP 870-43 L 710-30                                          |20 10 17.9|-21 46 44
Gl 782  |20 07 26|-20 38.2| 0.565|231.0|  19.4|K4 Vp       |  8.92| 1.29|  63.2|  63.2| 7.92|V330 |                                                                     |20 10 19.4|-20 29 36
GJ 2147 |20 07 51|-30 21.9| 0.423|236.0|      |DA4         | 12.18| 0.07|      |  79.0|11.67|W    |LTT 7987 L 565-18                                                    |20 10 56.4|-30 13 10
NN 4137 |20 07 54|-25 43.4| 0.848|166.6|      |m           | 14.98|     |      |  45.0|13.25|     |LP 870-45                                                            |20 10 55.6|-25 35 09
Gl 783  |20 07 55|-36 13.7| 1.633|163.8|-129.8|K3 V        |  5.32| 0.87| 177.1| 177.1| 6.56|     |                                                                     |20 11 11.9|-36 06 03
Gl 783  |20 07 55|-36 13.7| 1.633|163.8|      |M3.5        | 11.50|     | 177.1| 177.1|12.70|     |                                                                     |20 11 11.9|-36 06 03
Gl 783.2|20 08 50|+16 02.0| 0.574|314.7| -48.3|K1 V        |  7.33| 0.85|  35.5|  51.0| 5.87|     |                                                                     |20 11 06.1|+16 11 18
Gl 783.2|20 08 57|+16 01.8| 0.572|312.9|      |dM          | 13.94| 1.62|  35.5|  51.0|12.48|     |                                                                     |20 11 13.1|+16 11 06
NN 4138 |20 09 36|+38 14.9| 0.122| 16.3|  -6.0|G8 V        |  7.95| 0.86|      |  41.0| 6.01|     |SpT: K1 IV OP, mod = 1.94 Olsen                                      |20 11 25.5|+38 24 00
NN 4139 |20 09 39|-12 45.9| 0.275|134.6|  22.6|F7 V        |  5.85| 0.48|  38.1|  39.0| 3.81|     |LTT 7995                                                             |20 12 26.1|-12 37 01
Gl 784  |20 10 19|-45 18.8| 0.796|102.5| -31.1|M0 V        |  7.97| 1.43| 163.9| 163.9| 9.04|U492 |Sm 50                                                                |20 13 53.0|-45 09 50
Gl 784.2|20 11 32|+06 32.5| 0.633|202.8|      |dM5         | 13.19| 1.54|  44.4|  44.4|11.43|     |LTT 15922 L 1142-088                                                 |20 13 58.5|+06 41 09
Gl 784.2|20 11 29|+06 34.0| 0.633|202.8|      |DA7         | 15.72| 0.37|  44.4|  44.4|13.96|W138 |LTT 15921                                                            |20 13 55.5|+06 42 39
NN 4140 |20 11 47|-07 25.8| 0.269|178.0|      |K7 V        | 10.20| 1.34|      |  43.0| 8.37|V815 |LTT 8005 U494                                                        |20 14 28.0|-07 16 52
Gl 785  |20 12 10|-27 11.0| 1.259| 98.5| -54.4|K0 V        |  5.73| 0.88| 108.8| 108.8| 5.91|     |                                                                     |20 15 17.0|-27 01 57
Gl 786  |20 12 24|+77 04.8| 0.517|  6.7|  -1.1|dM0         |  8.88| 1.33|  60.4|  60.4| 7.79|     |                                                                     |20 10 52.7|+77 14 18
NN 4141 |20 12 37|-39 38.5| 0.251|149.3|      |K1 V        |  7.77| 0.86|      |  47.0| 6.13|     |LTT 8014  V, B-V from Geneva, CPC                                    |20 15 57.3|-39 29 27
Gl 786.1|20 14 11|+42 49.5| 0.060|170.0|      |dM0  p      |  9.97| 1.34|  34.6|  34.6| 7.67|V818 |AC+42:849-367                                                        |20 15 53.2|+42 58 44
NN 4142 |20 14 28|+06 46.0| 0.161| 86.4| -57.3|dK8         |  9.72| 1.14|  47.2|  33.0| 7.31|V817 |                                                                     |20 16 55.7|+06 55 20
Gl 787  |20 16 07|-46 35.1| 0.387|255.7|  29.9|K5 V        |  8.72| 1.16|  62.6|  62.6| 7.70|U495 |Sm 51                                                                |20 19 37.0|-46 25 44
NN 4143 |20 16 30|+15 41.0| 0.207|108.0|      |m           | 11.79|     |      |  58.0|10.61|     |LTT 15944 L 1286-87 LP 455-12                                        |20 18 48.9|+15 50 23
Gl 788  |20 17 02|+66 41.6| 0.549| 57.6|  -4.6|G5 V        |  5.93| 0.58|  72.9|  72.9| 5.24|     |                                                                     |20 17 31.2|+66 51 16
NN 4144 |20 17 13|+07 51.0| 0.182|152.0|      |m           | 12.92|     |      |  45.0|11.19|     |LTT 15948 L 1142-58 LP 575-38                                        |20 19 39.4|+08 00 21
NN 4145 |20 17 27|-51 57.0| 0.110|336.0|      |M0          | 10.20| 1.41|      |  56.0| 8.94|     |Sm 52                                                                |20 21 10.4|-51 47 23
Wo 9691 |20 18 04|-50 09.3| 0.432|235.6|  17.9|G2 IV-V     |  6.27| 0.55|  43.5|  43.5| 4.46|     |LTT 8055                                                             |20 21 41.4|-49 59 56
Gl 788.1|20 18 35|-58 26.4| 0.845|114.8| -66.0|m           | 10.59| 1.46|  51.2|  51.2| 9.14|     |Sm 54                                                                |20 22 42.3|-58 17 04
GJ 1251 |20 21 33|-76 49.9| 1.430|152.9| 122.0|M4.5        | 13.82| 1.74|      |  59.0|12.67|     |                                                                     |20 28 05.6|-76 41 05
GJ 1252 |20 23 46|-56 35.7| 1.283|161.4|   6.0|m           | 12.23| 1.45|      |  42.0|10.35|     |                                                                     |20 27 43.6|-56 26 47
Gl 790  |20 24 38|-31 01.6| 0.519|181.6|  -1.0|G5 V        |  6.61| 0.73|  56.3|  56.3| 5.36|     |                                                                     |20 27 43.9|-30 52 05
Gl 791  |20 24 40|-27 54.1| 0.892|192.9| -16.0|M3          | 11.41| 1.52|  79.6|  79.6|10.91|     |                                                                     |20 27 41.4|-27 44 53
NN 4146 |20 24 50|+27 20.9| 0.288|  0.0|      |m           | 12.27|     |      |  43.0|10.44|     |LTT 15978 L 1431-22 LP 339-7                                         |20 26 55.9|+27 31 04
GJ 1253 |20 24 58|+58 24.0| 0.606| 24.1|      |M5          | 14.04| 1.79| 107.6| 107.6|14.20|     |Wolf 1069                                                            |20 26 05.7|+58 34 22
Gl 791.1|20 26 01|-17 58.8| 0.029|215.5|  18.4|F2 IV       |  4.78| 0.38|  52.1|  52.1| 3.36|     |RHO Cap ADS 13887AB  V(AB) = 4.78 d(m) = 5.2                         |20 28 52.0|-17 48 48
Gl 791.1|20 26 01|-17 58.8| 0.029|215.5|      |            | 10.00|     |  52.1|  52.1| 8.60|     |sep 0.5" 158d (1958), optical?                                       |20 28 52.0|-17 48 48
